Time,com.dataguise.hibernate.DgHdfsDirInfo Data
0,60
1,60
2,60
3,120
4,120
5,114
6,49
7,54
8,108
9,54
10,54
11,109
12,109
13,108
14,54
15,54
16,54
17,54
18,108
19,108
20,108
21,108
22,108
23,108
24,108
25,108
26,108
27,108
28,108
29,108
30,108
31,108
32,108
33,108
34,108
35,108
36,108
37,108
38,108
39,108
40,54
41,108
42,108
43,54
44,108
