Time,com.sun.org.apache.xalan.internal.utils.SecuritySupport$3 Data
0,444
1,372
2,432
3,408
4,432
5,420
6,336
7,376
8,348
9,388
10,376
11,440
12,436
13,548
14,500
15,540
16,448
17,396
18,428
19,584
20,424
21,528
22,524
23,560
24,612
25,348
26,480
27,648
28,584
29,496
30,380
31,540
32,540
33,420
34,684
35,596
36,364
37,636
38,376
39,636
40,600
41,500
42,720
43,456
44,424
45,552
46,352
47,488
48,684
49,636
50,424
51,408
52,432
53,512
54,412
55,512
56,564
57,712
